image,method,mode,base_reward,mean_abs_importance,top1_importance,negative_fraction,n_superpixels
dae811d1,occlusion,gray,7.5724,0.1987,0.1987,0.0,1
047eb1a3,occlusion,mean,9.4912,3.378,15.738,0.2857,7
047eb1a3,occlusion,blur,9.4912,1.6251,6.4593,0.4286,7
047eb1a3,occlusion,gray,9.4912,0.9181,3.7822,0.2857,7
047eb1a3,occlusion,black,9.4912,3.1541,15.5467,0.2857,7
7d26c82f,occlusion,mean,14.603,4.5414,8.1809,0.25,8
7d26c82f,occlusion,blur,14.603,3.0234,6.3446,0.25,8
7d26c82f,occlusion,gray,14.603,1.9853,5.9471,0.125,8
7d26c82f,occlusion,black,14.603,3.2925,8.2408,0.25,8
f9aeaa10,occlusion,gray,14.0751,1.7992,4.6227,0.0,9
f9aeaa10,occlusion,mean,14.0751,2.5157,11.1878,0.0,9
f9aeaa10,occlusion,blur,14.0751,1.7055,4.7992,0.0,9
f9aeaa10,occlusion,black,14.0751,3.1252,12.176,0.0,9
0ad54dec,occlusion,blur,10.4219,1.6834,6.3519,0.2222,9
0ad54dec,occlusion,gray,10.4219,1.4032,4.6199,0.0,9
0ad54dec,occlusion,mean,10.4219,2.787,11.6427,0.0,9
0ad54dec,occlusion,black,10.4219,3.1153,9.5117,0.0,9
671140d7,occlusion,black,15.649,25.871,25.871,0.0,1
671140d7,occlusion,mean,15.649,25.9203,25.9203,0.0,1
671140d7,occlusion,blur,15.649,15.843,15.843,0.0,1
671140d7,occlusion,gray,15.649,8.4169,8.4169,0.0,1
9978f229,occlusion,mean,8.7229,1.2921,2.7995,0.2,10
9978f229,occlusion,black,8.7229,0.9292,2.4161,0.1,10
9978f229,occlusion,blur,8.7229,0.8978,2.346,0.1,10
9978f229,occlusion,gray,8.7229,0.8509,2.3889,0.2,10
3a64ad19,occlusion,blur,4.046,2.0284,3.4919,0.0,3
3a64ad19,occlusion,black,4.046,4.5336,8.0919,0.0,3
3a64ad19,occlusion,mean,4.046,3.2757,5.718,0.3333,3
3a64ad19,occlusion,gray,4.046,0.7331,1.3574,0.0,3
b0f5e1c4,occlusion,blur,6.8907,1.4021,7.4872,0.0,6
b0f5e1c4,occlusion,black,6.8907,2.0424,11.4569,0.5,6
b0f5e1c4,occlusion,mean,6.8907,2.2147,12.3634,0.1667,6
b0f5e1c4,occlusion,gray,6.8907,0.2076,1.0661,0.3333,6
014fafe5,occlusion,gray,8.508,0.4602,1.7084,0.25,4
014fafe5,occlusion,mean,8.508,3.5253,12.6854,0.25,4
014fafe5,occlusion,blur,8.508,0.958,3.0527,0.0,4
014fafe5,occlusion,black,8.508,3.9734,14.8157,0.25,4
5fcc7c2c,occlusion,mean,15.253,2.1121,5.8035,0.1111,9
5fcc7c2c,occlusion,gray,15.253,0.9173,3.0874,0.2222,9
5fcc7c2c,occlusion,blur,15.253,2.3116,8.2595,0.1111,9
5fcc7c2c,occlusion,black,15.253,2.021,6.7221,0.1111,9
e0644a38,occlusion,gray,11.2119,0.7832,3.5243,0.4,5
e0644a38,occlusion,mean,11.2119,3.5145,15.0474,0.2,5
e0644a38,occlusion,blur,11.2119,1.5285,7.3781,0.4,5
e0644a38,occlusion,black,11.2119,3.9611,15.6039,0.2,5
9b1cb600,occlusion,gray,9.1797,0.5503,2.6544,0.8,5
9b1cb600,occlusion,black,9.1797,3.9025,19.3285,0.8,5
9b1cb600,occlusion,blur,9.1797,1.5772,7.6764,0.6,5
9b1cb600,occlusion,mean,9.1797,3.9003,19.1225,0.4,5
bc6d4f34,occlusion,black,8.9443,19.2245,19.2245,0.0,1
bc6d4f34,occlusion,mean,8.9443,19.0941,19.0941,0.0,1
bc6d4f34,occlusion,gray,8.9443,4.5012,4.5012,0.0,1
bc6d4f34,occlusion,blur,8.9443,9.5835,9.5835,0.0,1
a0eb9910,occlusion,black,12.1981,1.9111,5.5357,0.1111,9
a0eb9910,occlusion,gray,12.1981,0.9371,3.404,0.2222,9
a0eb9910,occlusion,mean,12.1981,1.5828,5.4907,0.1111,9
a0eb9910,occlusion,blur,12.1981,1.4421,5.7071,0.1111,9
9f4bb4c7,occlusion,gray,7.8562,1.5021,2.9791,0.0,2
9f4bb4c7,occlusion,blur,7.8562,7.2313,14.4215,0.0,2
9f4bb4c7,occlusion,mean,7.8562,9.0772,18.1178,0.0,2
9f4bb4c7,occlusion,black,7.8562,9.0791,18.0988,0.0,2
6ca521c2,occlusion,gray,13.8104,0.3212,1.5435,0.25,8
6ca521c2,occlusion,black,13.8104,1.5068,6.4094,0.125,8
6ca521c2,occlusion,blur,13.8104,1.505,5.1917,0.0,8
6ca521c2,occlusion,mean,13.8104,1.8722,6.7112,0.0,8
1d641fa8,occlusion,gray,11.3355,1.5652,4.1013,0.0,10
1d641fa8,occlusion,mean,11.3355,3.2808,12.3437,0.0,10
1d641fa8,occlusion,blur,11.3355,1.8214,5.5632,0.0,10
1d641fa8,occlusion,black,11.3355,2.9385,11.9643,0.0,10
5690f96f,occlusion,black,9.8784,1.3406,5.0828,0.1429,7
5690f96f,occlusion,mean,9.8784,2.0258,6.7431,0.2857,7
5690f96f,occlusion,gray,9.8784,0.8172,2.4571,0.1429,7
5690f96f,occlusion,blur,9.8784,1.5673,4.2532,0.1429,7
d7b6be10,occlusion,black,9.7163,2.2084,7.4718,0.0,6
d7b6be10,occlusion,gray,9.7163,0.8521,3.0557,0.0,6
d7b6be10,occlusion,mean,9.7163,2.308,7.0254,0.1667,6
d7b6be10,occlusion,blur,9.7163,1.5926,4.1544,0.1667,6
91d4170f,occlusion,mean,14.4863,7.3843,23.7302,0.25,4
91d4170f,occlusion,blur,14.4863,3.0258,8.4889,0.0,4
91d4170f,occlusion,black,14.4863,7.2587,24.3824,0.0,4
91d4170f,occlusion,gray,14.4863,1.6574,4.7537,0.5,4
d977f847,occlusion,mean,14.4634,3.6954,23.4145,0.2222,9
d977f847,occlusion,blur,14.4634,1.3888,10.7105,0.2222,9
d977f847,occlusion,black,14.4634,3.0501,19.8587,0.2222,9
d977f847,occlusion,gray,14.4634,1.0082,6.746,0.2222,9
a27a1723,occlusion,blur,11.7159,17.3893,17.3893,0.0,1
a27a1723,occlusion,mean,11.7159,21.9369,21.9369,0.0,1
a27a1723,occlusion,gray,11.7159,5.0993,5.0993,0.0,1
a27a1723,occlusion,black,11.7159,21.9658,21.9658,0.0,1
7f1e1680,occlusion,mean,10.2316,20.4785,20.4785,0.0,1
7f1e1680,occlusion,gray,10.2316,5.1822,5.1822,0.0,1
7f1e1680,occlusion,blur,10.2316,11.0253,11.0253,0.0,1
7f1e1680,occlusion,black,10.2316,20.5106,20.5106,0.0,1
73f5615f,occlusion,gray,6.1634,2.9128,2.9128,0.0,1
73f5615f,occlusion,mean,6.1634,16.4073,16.4073,0.0,1
73f5615f,occlusion,black,6.1634,16.4436,16.4436,0.0,1
73f5615f,occlusion,blur,6.1634,16.2355,16.2355,0.0,1
18bca469,occlusion,mean,10.866,3.9309,11.7298,0.25,8
18bca469,occlusion,gray,10.866,2.0023,6.6123,0.0,8
18bca469,occlusion,black,10.866,4.1814,11.9743,0.125,8
18bca469,occlusion,blur,10.866,2.8578,9.0925,0.375,8
5e5334ce,occlusion,gray,6.4633,3.8508,3.8508,0.0,1
5e5334ce,occlusion,black,6.4633,16.6766,16.6766,0.0,1
5e5334ce,occlusion,mean,6.4633,16.7226,16.7226,0.0,1
5e5334ce,occlusion,blur,6.4633,10.3914,10.3914,0.0,1
f81c7de4,occlusion,black,11.7411,11.3461,22.0345,0.0,2
f81c7de4,occlusion,gray,11.7411,2.2083,4.3853,0.0,2
f81c7de4,occlusion,mean,11.7411,11.0712,22.0188,0.5,2
f81c7de4,occlusion,blur,11.7411,5.0494,9.9082,0.5,2
5504eb69,occlusion,black,11.5921,2.1464,5.9079,0.0,8
5504eb69,occlusion,gray,11.5921,0.7714,2.1386,0.0,8
5504eb69,occlusion,blur,11.5921,1.9963,4.9887,0.0,8
5504eb69,occlusion,mean,11.5921,2.4634,6.0082,0.125,8
4cb1d9fb,occlusion,mean,12.1087,2.2859,4.878,0.0,10
4cb1d9fb,occlusion,black,12.1087,1.7671,3.8001,0.1,10
4cb1d9fb,occlusion,blur,12.1087,1.6134,3.9637,0.1,10
4cb1d9fb,occlusion,gray,12.1087,0.8677,3.1008,0.0,10
bce06b44,occlusion,gray,10.9326,0.7626,2.2779,0.0,5
bce06b44,occlusion,blur,10.9326,2.3405,5.2075,0.0,5
bce06b44,occlusion,mean,10.9326,2.4213,5.9266,0.2,5
bce06b44,occlusion,black,10.9326,2.4955,6.895,0.0,5
f6d77bd5,occlusion,black,14.016,3.5315,11.8736,0.1111,9
f6d77bd5,occlusion,mean,14.016,3.6507,14.5312,0.0,9
f6d77bd5,occlusion,blur,14.016,2.4686,10.7841,0.2222,9
f6d77bd5,occlusion,gray,14.016,2.0271,8.2463,0.1111,9
5ea2567e,occlusion,blur,10.2714,2.0544,15.523,0.1111,9
5ea2567e,occlusion,mean,10.2714,2.4973,20.5356,0.3333,9
5ea2567e,occlusion,gray,10.2714,0.6079,4.6162,0.0,9
5ea2567e,occlusion,black,10.2714,2.7674,20.5526,0.0,9
0bf6d055,occlusion,mean,15.0798,5.2647,11.2474,0.1111,9
0bf6d055,occlusion,gray,15.0798,1.3832,5.12,0.2222,9
0bf6d055,occlusion,black,15.0798,4.1665,13.3071,0.0,9
0bf6d055,occlusion,blur,15.0798,3.8139,10.0127,0.1111,9
07333fd0,occlusion,black,9.5023,2.3589,10.0045,0.1429,7
07333fd0,occlusion,mean,9.5023,1.9759,9.4505,0.2857,7
07333fd0,occlusion,blur,9.5023,1.3208,5.0157,0.2857,7
07333fd0,occlusion,gray,9.5023,0.8367,3.4703,0.2857,7
5e89d09b,occlusion,mean,10.735,2.0405,5.8953,0.0,8
5e89d09b,occlusion,black,10.735,1.5688,5.091,0.0,8
5e89d09b,occlusion,blur,10.735,1.9278,4.4891,0.125,8
5e89d09b,occlusion,gray,10.735,0.5818,2.0707,0.25,8
14d6bb54,occlusion,blur,7.6433,0.5563,3.7451,0.1,10
14d6bb54,occlusion,gray,7.6433,0.2902,1.0065,0.2,10
14d6bb54,occlusion,black,7.6433,0.6849,5.3875,0.3,10
14d6bb54,occlusion,mean,7.6433,0.5225,4.2817,0.2,10
56130b57,occlusion,black,13.0864,3.1298,9.1292,0.0,9
56130b57,occlusion,gray,13.0864,1.241,4.8338,0.0,9
56130b57,occlusion,blur,13.0864,3.3518,7.7957,0.2222,9
56130b57,occlusion,mean,13.0864,3.9968,9.6009,0.0,9
2f466312,occlusion,gray,12.4594,4.7695,4.7695,0.0,1
2f466312,occlusion,blur,12.4594,6.5198,6.5198,0.0,1
2f466312,occlusion,black,12.4594,22.7171,22.7171,0.0,1
2f466312,occlusion,mean,12.4594,22.7379,22.7379,0.0,1
7a09cfa0,occlusion,blur,7.7826,0.9614,2.6692,0.125,8
7a09cfa0,occlusion,gray,7.7826,0.7936,1.7817,0.125,8
7a09cfa0,occlusion,mean,7.7826,1.5935,7.3114,0.125,8
7a09cfa0,occlusion,black,7.7826,2.358,7.8015,0.0,8
0748f1b0,occlusion,mean,6.3206,16.6219,16.6219,0.0,1
0748f1b0,occlusion,gray,6.3206,1.3336,1.3336,0.0,1
0748f1b0,occlusion,blur,6.3206,12.5845,12.5845,0.0,1
0748f1b0,occlusion,black,6.3206,16.6209,16.6209,0.0,1
db4f6c51,occlusion,blur,12.6367,1.4004,8.0065,0.5,6
db4f6c51,occlusion,gray,12.6367,0.7122,3.868,0.6667,6
db4f6c51,occlusion,mean,12.6367,3.7355,22.115,0.5,6
db4f6c51,occlusion,black,12.6367,3.8453,22.4159,0.3333,6
06842ff3,occlusion,blur,9.5891,17.1729,17.1729,0.0,1
06842ff3,occlusion,gray,9.5891,2.8065,2.8065,0.0,1
06842ff3,occlusion,mean,9.5891,19.6336,19.6336,0.0,1
06842ff3,occlusion,black,9.5891,19.8667,19.8667,0.0,1
74d745bf,occlusion,black,12.5353,11.4523,22.7759,0.0,2
74d745bf,occlusion,blur,12.5353,2.7887,5.4752,0.0,2
74d745bf,occlusion,mean,12.5353,11.4322,22.7767,0.0,2
74d745bf,occlusion,gray,12.5353,1.1695,2.2235,0.0,2
a57a9e5c,occlusion,blur,8.2136,1.2046,2.4546,0.1,10
a57a9e5c,occlusion,black,8.2136,1.3759,3.6911,0.1,10
a57a9e5c,occlusion,mean,8.2136,1.6084,3.135,0.0,10
a57a9e5c,occlusion,gray,8.2136,0.6573,1.6305,0.1,10
6d1e9865,occlusion,gray,9.1381,0.9889,3.3137,0.1429,7
6d1e9865,occlusion,blur,9.1381,0.7733,2.9512,0.1429,7
6d1e9865,occlusion,mean,9.1381,1.9326,7.8956,0.1429,7
6d1e9865,occlusion,black,9.1381,1.6805,6.3536,0.1429,7
25e406d3,occlusion,black,10.3956,3.5616,7.279,0.0,8
25e406d3,occlusion,gray,10.3956,1.4276,3.7803,0.25,8
25e406d3,occlusion,mean,10.3956,3.7292,7.5055,0.125,8
25e406d3,occlusion,blur,10.3956,2.5691,6.0071,0.375,8
cefb4080,occlusion,mean,9.0221,19.2775,19.2775,0.0,1
cefb4080,occlusion,gray,9.0221,4.6039,4.6039,0.0,1
cefb4080,occlusion,blur,9.0221,11.2388,11.2388,0.0,1
cefb4080,occlusion,black,9.0221,19.262,19.262,0.0,1
c4da57ac,occlusion,mean,7.5608,1.9216,11.3442,0.2857,7
c4da57ac,occlusion,gray,7.5608,0.3207,1.5563,0.4286,7
c4da57ac,occlusion,black,7.5608,2.5077,14.9626,0.2857,7
c4da57ac,occlusion,blur,7.5608,0.6888,2.6345,0.5714,7
b998a060,occlusion,mean,7.826,2.7359,18.1062,0.25,8
b998a060,occlusion,black,7.826,2.6907,18.0965,0.25,8
b998a060,occlusion,gray,7.826,0.5634,3.3468,0.625,8
b998a060,occlusion,blur,7.826,1.4194,9.464,0.5,8
92415a1a,occlusion,gray,12.9644,0.4277,1.2953,0.1667,6
92415a1a,occlusion,black,12.9644,3.2648,16.5667,0.1667,6
92415a1a,occlusion,mean,12.9644,3.3282,17.8522,0.3333,6
92415a1a,occlusion,blur,12.9644,1.5536,7.137,0.3333,6
eaa351af,occlusion,black,6.6819,8.4352,16.8519,0.0,2
eaa351af,occlusion,mean,6.6819,8.457,16.8639,0.5,2
eaa351af,occlusion,blur,6.6819,7.2281,14.3967,0.0,2
eaa351af,occlusion,gray,6.6819,3.3781,6.6987,0.0,2
cc2fbd21,occlusion,black,11.4776,1.2947,7.4279,0.0,9
cc2fbd21,occlusion,gray,11.4776,0.4742,2.2231,0.2222,9
cc2fbd21,occlusion,mean,11.4776,1.4999,6.1403,0.0,9
cc2fbd21,occlusion,blur,11.4776,0.9685,3.1354,0.1111,9
3040b049,occlusion,blur,11.7074,1.9321,6.1804,0.2222,9
3040b049,occlusion,mean,11.7074,1.8857,6.5585,0.2222,9
3040b049,occlusion,black,11.7074,1.6383,6.6933,0.2222,9
3040b049,occlusion,gray,11.7074,0.6427,3.6596,0.4444,9
5582d290,occlusion,blur,9.3322,2.3459,4.5832,0.0,2
5582d290,occlusion,black,9.3322,9.8647,19.6249,0.0,2
5582d290,occlusion,mean,9.3322,9.8427,19.5753,0.0,2
5582d290,occlusion,gray,9.3322,1.6211,3.2343,0.0,2
60f602ac,occlusion,black,9.2829,6.6529,19.5752,0.0,3
60f602ac,occlusion,blur,9.2829,2.2969,6.7909,0.3333,3
60f602ac,occlusion,gray,9.2829,0.9967,2.8809,0.3333,3
60f602ac,occlusion,mean,9.2829,6.5283,19.5246,0.6667,3
927d556f,occlusion,gray,9.1953,1.3362,2.5535,0.0,2
927d556f,occlusion,black,9.1953,9.7672,19.4692,0.0,2
927d556f,occlusion,mean,9.1953,9.7982,19.4744,0.0,2
927d556f,occlusion,blur,9.1953,5.1112,10.0249,0.0,2
601dfdf2,occlusion,mean,4.3605,1.126,7.3589,0.1111,9
601dfdf2,occlusion,gray,4.3605,0.3664,1.7173,0.2222,9
601dfdf2,occlusion,blur,4.3605,1.048,4.9449,0.1111,9
601dfdf2,occlusion,black,4.3605,1.7251,11.2304,0.2222,9
8d11ee8a,occlusion,black,14.4149,4.0726,7.9094,0.3333,6
8d11ee8a,occlusion,blur,14.4149,4.2018,7.1572,0.1667,6
8d11ee8a,occlusion,mean,14.4149,4.8922,8.3797,0.1667,6
8d11ee8a,occlusion,gray,14.4149,1.3828,4.7419,0.1667,6
7c94b234,occlusion,gray,14.6976,8.3621,8.3621,0.0,1
7c94b234,occlusion,mean,14.6976,24.9316,24.9316,0.0,1
7c94b234,occlusion,black,14.6976,24.9805,24.9805,0.0,1
7c94b234,occlusion,blur,14.6976,11.1119,11.1119,0.0,1
647383a5,occlusion,blur,8.2873,1.2098,3.0937,0.3,10
647383a5,occlusion,gray,8.2873,1.1118,3.2071,0.2,10
647383a5,occlusion,black,8.2873,1.6891,5.3799,0.1,10
647383a5,occlusion,mean,8.2873,1.5108,4.7262,0.0,10
8b8f0909,occlusion,black,13.9572,2.5753,7.0454,0.1429,7
8b8f0909,occlusion,mean,13.9572,3.1014,6.269,0.1429,7
8b8f0909,occlusion,gray,13.9572,0.6428,2.0014,0.1429,7
8b8f0909,occlusion,blur,13.9572,2.764,5.8179,0.2857,7
fc641478,occlusion,gray,11.9359,6.3896,6.3896,0.0,1
fc641478,occlusion,black,11.9359,22.1457,22.1457,0.0,1
fc641478,occlusion,mean,11.9359,22.1725,22.1725,0.0,1
fc641478,occlusion,blur,11.9359,18.7747,18.7747,0.0,1
1a42e12b,occlusion,black,10.2988,5.719,20.5109,0.0,4
1a42e12b,occlusion,mean,10.2988,5.2221,20.4926,0.25,4
1a42e12b,occlusion,gray,10.2988,0.9217,3.6151,0.5,4
1a42e12b,occlusion,blur,10.2988,5.0657,19.5868,0.0,4
e0d29681,occlusion,black,14.1898,24.4136,24.4136,0.0,1
e0d29681,occlusion,blur,14.1898,9.2166,9.2166,0.0,1
e0d29681,occlusion,gray,14.1898,5.466,5.466,0.0,1
e0d29681,occlusion,mean,14.1898,24.4579,24.4579,0.0,1
ae9889bf,occlusion,blur,8.1683,1.0863,4.6879,0.0,10
ae9889bf,occlusion,gray,8.1683,0.7428,1.9625,0.1,10
ae9889bf,occlusion,black,8.1683,1.7372,7.3758,0.2,10
ae9889bf,occlusion,mean,8.1683,1.3034,5.7244,0.3,10
ead82a7e,occlusion,gray,9.4541,1.2276,3.4431,0.3333,3
ead82a7e,occlusion,blur,9.4541,3.2098,9.3933,0.0,3
ead82a7e,occlusion,black,9.4541,6.9135,19.754,0.0,3
ead82a7e,occlusion,mean,9.4541,6.6519,19.7543,0.3333,3
d8403139,occlusion,black,9.9216,3.647,19.8887,0.1667,6
d8403139,occlusion,blur,9.9216,1.2242,6.4451,0.1667,6
d8403139,occlusion,mean,9.9216,3.5766,19.8127,0.1667,6
d8403139,occlusion,gray,9.9216,0.6756,2.9754,0.5,6
001c2723,occlusion,black,10.4855,20.7489,20.7489,0.0,1
001c2723,occlusion,blur,10.4855,12.5448,12.5448,0.0,1
001c2723,occlusion,gray,10.4855,4.0845,4.0845,0.0,1
001c2723,occlusion,mean,10.4855,20.7188,20.7188,0.0,1
d0f0787a,occlusion,mean,11.4659,3.2467,9.3831,0.2,10
d0f0787a,occlusion,black,11.4659,2.1042,7.2505,0.1,10
d0f0787a,occlusion,blur,11.4659,1.8843,6.3322,0.0,10
d0f0787a,occlusion,gray,11.4659,0.8313,4.5983,0.1,10
4ebe4ec3,occlusion,black,12.3307,22.5388,22.5388,0.0,1
4ebe4ec3,occlusion,gray,12.3307,3.6617,3.6617,0.0,1
4ebe4ec3,occlusion,blur,12.3307,20.4344,20.4344,0.0,1
4ebe4ec3,occlusion,mean,12.3307,22.5793,22.5793,0.0,1
577d09f9,occlusion,blur,7.8326,1.4949,5.903,0.0,10
577d09f9,occlusion,black,7.8326,1.4835,6.07,0.1,10
577d09f9,occlusion,mean,7.8326,1.8339,6.4004,0.0,10
577d09f9,occlusion,gray,7.8326,0.1409,0.07,0.6,10
41003c46,occlusion,black,6.2018,2.8803,9.7607,0.1429,7
41003c46,occlusion,gray,6.2018,1.0701,2.787,0.2857,7
41003c46,occlusion,blur,6.2018,2.905,9.7691,0.2857,7
41003c46,occlusion,mean,6.2018,2.7967,9.6921,0.2857,7
1c522730,occlusion,blur,12.0952,3.3471,16.5594,0.8,5
1c522730,occlusion,mean,12.0952,4.4808,22.2872,0.4,5
1c522730,occlusion,black,12.0952,4.4813,22.2943,0.6,5
1c522730,occlusion,gray,12.0952,1.3756,6.7175,0.8,5
023667bc,occlusion,black,11.9514,4.0801,22.2196,0.1667,6
023667bc,occlusion,gray,11.9514,0.87,4.583,0.1667,6
023667bc,occlusion,mean,11.9514,3.8989,22.21,0.1667,6
023667bc,occlusion,blur,11.9514,2.3555,12.6814,0.3333,6
ebc78d2e,occlusion,mean,15.7044,3.1378,7.932,0.0,8
ebc78d2e,occlusion,blur,15.7044,1.9193,6.0668,0.0,8
ebc78d2e,occlusion,gray,15.7044,0.8753,3.0031,0.25,8
ebc78d2e,occlusion,black,15.7044,2.3717,7.0403,0.0,8
ef87eebb,occlusion,blur,12.4951,2.0441,8.0694,0.25,4
ef87eebb,occlusion,mean,12.4951,5.7261,22.7765,0.25,4
ef87eebb,occlusion,gray,12.4951,1.2331,4.7682,0.0,4
ef87eebb,occlusion,black,12.4951,5.8942,22.7865,0.0,4
0c217725,occlusion,black,7.9354,3.0681,18.228,0.1667,6
0c217725,occlusion,blur,7.9354,0.4424,2.4731,0.5,6
0c217725,occlusion,gray,7.9354,0.5029,2.8299,0.3333,6
0c217725,occlusion,mean,7.9354,3.056,18.2333,0.3333,6
9a1a949a,occlusion,blur,12.0544,2.4282,5.5968,0.0,4
9a1a949a,occlusion,mean,12.0544,3.5817,6.5171,0.0,4
9a1a949a,occlusion,black,12.0544,3.3614,6.4693,0.0,4
9a1a949a,occlusion,gray,12.0544,1.5895,3.4962,0.0,4
